evaluation/real/id5_0005;id5_0005_001.jpg;0
evaluation/real/id32_0007;id32_0007_001.jpg;0
evaluation/fake/id52_id55_0003;id52_id55_0003_001.jpg;1
evaluation/fake/id8_id7_0008;id8_id7_0008_008.jpg;1
evaluation/fake/id47_id44_0003;id47_id44_0003_004.jpg;1
evaluation/real/id25_0001;id25_0001_005.jpg;0
evaluation/real/id34_0008;id34_0008_000.jpg;0
evaluation/real/id10_0001;id10_0001_007.jpg;0
evaluation/fake/id22_id28_0002;id22_id28_0002_004.jpg;1
evaluation/fake/id61_id5_0005;id61_id5_0005_005.jpg;1
evaluation/fake/id19_id27_0007;id19_id27_0007_002.jpg;1
evaluation/real/id45_0003;id45_0003_003.jpg;0
evaluation/real/id11_0000;id11_0000_004.jpg;0
evaluation/real/id0_0003;id0_0003_002.jpg;0
evaluation/real/id46_0007;id46_0007_009.jpg;0
evaluation/fake/id2_id20_0009;id2_id20_0009_008.jpg;1
evaluation/fake/id26_id20_0001;id26_id20_0001_008.jpg;1
evaluation/fake/id17_id6_0001;id17_id6_0001_004.jpg;1
evaluation/fake/id25_id20_0008;id25_id20_0008_008.jpg;1
evaluation/real/id32_0007;id32_0007_007.jpg;0
evaluation/fake/id37_id32_0002;id37_id32_0002_008.jpg;1
evaluation/fake/id49_id55_0009;id49_id55_0009_006.jpg;1
evaluation/fake/id61_id5_0005;id61_id5_0005_006.jpg;1
evaluation/real/id30_0009;id30_0009_000.jpg;0
evaluation/real/id30_0009;id30_0009_005.jpg;0
evaluation/fake/id22_id28_0002;id22_id28_0002_008.jpg;1
evaluation/fake/id30_id1_0006;id30_id1_0006_006.jpg;1
evaluation/real/id11_0000;id11_0000_002.jpg;0
evaluation/real/id26_0002;id26_0002_005.jpg;0
evaluation/real/id0_0003;id0_0003_007.jpg;0
evaluation/real/id30_0009;id30_0009_007.jpg;0
evaluation/fake/id8_id7_0008;id8_id7_0008_005.jpg;1
evaluation/fake/id29_id23_0003;id29_id23_0003_006.jpg;1
evaluation/real/id5_0005;id5_0005_006.jpg;0
evaluation/real/id56_0002;id56_0002_001.jpg;0
evaluation/fake/id19_id27_0007;id19_id27_0007_001.jpg;1
evaluation/fake/id28_id4_0003;id28_id4_0003_004.jpg;1
evaluation/real/id59_0002;id59_0002_000.jpg;0
evaluation/real/id12_0003;id12_0003_003.jpg;0
evaluation/real/id5_0005;id5_0005_005.jpg;0
evaluation/real/id58_0003;id58_0003_000.jpg;0
evaluation/fake/id49_id55_0009;id49_id55_0009_009.jpg;1
evaluation/fake/id17_id6_0001;id17_id6_0001_002.jpg;1
evaluation/fake/id53_id57_0005;id53_id57_0005_009.jpg;1
evaluation/fake/id52_id55_0003;id52_id55_0003_007.jpg;1
evaluation/real/id10_0001;id10_0001_005.jpg;0
evaluation/real/id10_0001;id10_0001_003.jpg;0
evaluation/fake/id20_id23_0009;id20_id23_0009_004.jpg;1
evaluation/real/id45_0003;id45_0003_002.jpg;0
evaluation/fake/id16_id3_0011;id16_id3_0011_008.jpg;1
evaluation/fake/id8_id7_0008;id8_id7_0008_002.jpg;1
evaluation/fake/id9_id0_0001;id9_id0_0001_002.jpg;1
evaluation/fake/id28_id4_0003;id28_id4_0003_008.jpg;1
evaluation/real/id56_0002;id56_0002_007.jpg;0
evaluation/fake/id2_id20_0009;id2_id20_0009_009.jpg;1
evaluation/real/id3_0006;id3_0006_009.jpg;0
evaluation/fake/id30_id1_0006;id30_id1_0006_005.jpg;1
evaluation/real/id6_0001;id6_0001_001.jpg;0
evaluation/fake/id21_id2_0006;id21_id2_0006_003.jpg;1
evaluation/real/id47_0007;id47_0007_001.jpg;0
evaluation/fake/id0_id2_0001;id0_id2_0001_004.jpg;1
evaluation/fake/id49_id55_0009;id49_id55_0009_000.jpg;1
evaluation/real/id44_0005;id44_0005_008.jpg;0
evaluation/real/id32_0007;id32_0007_004.jpg;0
evaluation/real/id34_0008;id34_0008_001.jpg;0
evaluation/real/id34_0008;id34_0008_006.jpg;0
evaluation/real/id1_0008;id1_0008_007.jpg;0
evaluation/real/id46_0007;id46_0007_008.jpg;0
evaluation/fake/id28_id4_0003;id28_id4_0003_001.jpg;1
evaluation/fake/id10_id7_0001;id10_id7_0001_002.jpg;1
evaluation/fake/id23_id9_0007;id23_id9_0007_000.jpg;1
evaluation/fake/id44_id41_0002;id44_id41_0002_005.jpg;1
evaluation/fake/id30_id1_0006;id30_id1_0006_007.jpg;1
evaluation/fake/id0_id2_0001;id0_id2_0001_009.jpg;1
evaluation/fake/id37_id32_0002;id37_id32_0002_007.jpg;1
evaluation/real/id13_0009;id13_0009_009.jpg;0
evaluation/fake/id8_id7_0008;id8_id7_0008_001.jpg;1
evaluation/real/id7_0000;id7_0000_005.jpg;0
evaluation/real/id6_0001;id6_0001_008.jpg;0
evaluation/fake/id29_id23_0003;id29_id23_0003_001.jpg;1
evaluation/real/id10_0001;id10_0001_004.jpg;0
evaluation/fake/id49_id55_0009;id49_id55_0009_004.jpg;1
evaluation/fake/id53_id57_0005;id53_id57_0005_006.jpg;1
evaluation/fake/id20_id23_0009;id20_id23_0009_005.jpg;1
evaluation/fake/id28_id4_0003;id28_id4_0003_009.jpg;1
evaluation/real/id42_0004;id42_0004_000.jpg;0
evaluation/fake/id47_id44_0003;id47_id44_0003_002.jpg;1
evaluation/real/id56_0002;id56_0002_008.jpg;0
evaluation/real/id59_0002;id59_0002_009.jpg;0
evaluation/fake/id28_id4_0003;id28_id4_0003_003.jpg;1
evaluation/real/id35_0003;id35_0003_002.jpg;0
evaluation/fake/id21_id2_0006;id21_id2_0006_008.jpg;1
evaluation/real/id32_0007;id32_0007_009.jpg;0
evaluation/fake/id29_id23_0003;id29_id23_0003_008.jpg;1
evaluation/fake/id21_id2_0006;id21_id2_0006_006.jpg;1
evaluation/fake/id47_id44_0003;id47_id44_0003_008.jpg;1
evaluation/fake/id8_id7_0008;id8_id7_0008_009.jpg;1
evaluation/fake/id61_id5_0005;id61_id5_0005_001.jpg;1
evaluation/real/id4_0002;id4_0002_004.jpg;0
evaluation/fake/id16_id3_0011;id16_id3_0011_000.jpg;1
evaluation/fake/id19_id27_0007;id19_id27_0007_008.jpg;1
evaluation/fake/id17_id6_0001;id17_id6_0001_007.jpg;1
evaluation/real/id11_0000;id11_0000_007.jpg;0
evaluation/fake/id10_id7_0001;id10_id7_0001_004.jpg;1
evaluation/real/id28_0003;id28_0003_006.jpg;0
evaluation/real/id25_0001;id25_0001_002.jpg;0
evaluation/fake/id20_id23_0009;id20_id23_0009_000.jpg;1
evaluation/fake/id23_id9_0007;id23_id9_0007_003.jpg;1
evaluation/real/id44_0005;id44_0005_007.jpg;0
evaluation/real/id4_0002;id4_0002_008.jpg;0
evaluation/fake/id22_id28_0002;id22_id28_0002_009.jpg;1
evaluation/real/id40_0006;id40_0006_006.jpg;0
evaluation/fake/id38_id29_0000;id38_id29_0000_005.jpg;1
evaluation/real/id4_0002;id4_0002_005.jpg;0
evaluation/fake/id49_id55_0009;id49_id55_0009_008.jpg;1
evaluation/real/id0_0003;id0_0003_009.jpg;0
evaluation/real/id3_0006;id3_0006_007.jpg;0
evaluation/fake/id21_id2_0006;id21_id2_0006_001.jpg;1
evaluation/fake/id37_id32_0002;id37_id32_0002_001.jpg;1
evaluation/real/id5_0005;id5_0005_003.jpg;0
evaluation/fake/id53_id57_0005;id53_id57_0005_004.jpg;1
evaluation/real/id31_0005;id31_0005_006.jpg;0
evaluation/real/id42_0004;id42_0004_005.jpg;0
evaluation/real/id5_0005;id5_0005_000.jpg;0
evaluation/real/id47_0007;id47_0007_003.jpg;0
evaluation/fake/id47_id44_0003;id47_id44_0003_007.jpg;1
evaluation/real/id31_0005;id31_0005_004.jpg;0
evaluation/fake/id29_id23_0003;id29_id23_0003_004.jpg;1
evaluation/real/id47_0007;id47_0007_000.jpg;0
evaluation/real/id45_0003;id45_0003_007.jpg;0
evaluation/real/id36_0003;id36_0003_007.jpg;0
evaluation/fake/id38_id29_0000;id38_id29_0000_006.jpg;1
evaluation/real/id40_0006;id40_0006_004.jpg;0
evaluation/real/id25_0001;id25_0001_000.jpg;0
evaluation/fake/id45_id47_0004;id45_id47_0004_006.jpg;1
evaluation/real/id28_0003;id28_0003_008.jpg;0
evaluation/real/id41_0005;id41_0005_002.jpg;0
evaluation/real/id36_0003;id36_0003_009.jpg;0
evaluation/fake/id38_id29_0000;id38_id29_0000_008.jpg;1
evaluation/real/id35_0003;id35_0003_008.jpg;0
evaluation/fake/id25_id20_0008;id25_id20_0008_004.jpg;1
evaluation/real/id46_0007;id46_0007_000.jpg;0
evaluation/real/id1_0008;id1_0008_006.jpg;0
evaluation/real/id47_0007;id47_0007_009.jpg;0
evaluation/fake/id16_id3_0011;id16_id3_0011_007.jpg;1
evaluation/real/id6_0001;id6_0001_003.jpg;0
